[2019-11-16 21:51:28.600] temperature (C), humidity (% relative), pressure (hPa)        
[2019-11-18 13:39:39.571] ,3,84,1048                    
[2019-11-18 13:39:52.171] ,3,84,1048                    
[2019-11-18 13:40:04.771] ,3,84,1048                    
[2019-11-18 13:40:17.372] ,3,84,1048                    
[2019-11-18 13:40:29.971] ,3,84,1048                    
[2019-11-18 13:40:42.572] ,3,84,1048                    
[2019-11-18 13:40:55.171] ,3,84,1048                    
[2019-11-18 13:41:07.771] ,3,84,1048                    
[2019-11-18 13:41:20.370] ,3,84,1047                    
[2019-11-18 13:41:32.971] ,3,84,1048                    
[2019-11-18 13:41:45.571] ,3,84,1048                    
[2019-11-18 13:41:58.170] ,3,84,1048                    
[2019-11-18 13:42:10.770] ,3,84,1047                    
[2019-11-18 13:42:23.370] ,3,84,1047                    
[2019-11-18 13:42:35.970] ,3,84,1047                    
[2019-11-18 13:42:48.577] ,3,84,1048                    
[2019-11-18 13:43:01.181] ,3,84,1048                    
[2019-11-18 13:43:13.781] ,3,84,1047                    
[2019-11-18 13:43:26.382] ,3,84,1048                    
[2019-11-18 13:43:38.982] ,3,84,1048                    
[2019-11-18 13:43:51.581] ,3,84,1047                    
[2019-11-18 13:44:04.182] ,3,84,1047                    
[2019-11-18 13:44:16.782] ,3,84,1047                    
[2019-11-18 13:44:29.381] ,3,84,1047                    
[2019-11-18 13:44:41.980] ,3,84,1047                    
[2019-11-18 13:44:54.580] ,3,84,1048                    
[2019-11-18 13:45:07.180] ,3,84,1047                    
[2019-11-18 13:45:19.780] ,3,84,1048                    
[2019-11-18 13:45:32.380] ,3,84,1048                    
[2019-11-18 13:45:44.980] ,3,84,1048                    
[2019-11-18 13:45:57.580] ,3,84,1047                    
[2019-11-18 13:46:10.187] ,3,84,1048                    
[2019-11-18 13:46:22.785] ,3,84,1047                    
[2019-11-18 13:46:35.385] ,3,84,1047                    
[2019-11-18 13:46:47.986] ,3,84,1047                    
[2019-11-18 13:47:00.585] ,3,84,1048                    
[2019-11-18 13:47:13.185] ,3,84,1047                    
[2019-11-18 13:47:25.785] ,3,84,1048                    
[2019-11-18 13:47:38.386] ,3,84,1048                    
[2019-11-18 13:47:50.991] ,3,85,1047                    
[2019-11-18 13:48:03.595] ,3,85,1048                    
[2019-11-18 13:48:16.196] ,3,85,1048                    
[2019-11-18 13:48:28.796] ,3,85,1048                    
[2019-11-18 13:48:41.396] ,3,85,1048                    
[2019-11-18 13:48:53.996] ,3,85,1047                    
[2019-11-18 13:49:06.597] ,3,85,1047                    
[2019-11-18 13:49:19.197] ,3,85,1047                    
[2019-11-18 13:49:31.796] ,3,85,1047                    
[2019-11-18 13:49:44.395] ,3,85,1047                    
[2019-11-18 13:49:56.995] ,3,85,1047                    
[2019-11-18 13:50:09.595] ,3,85,1047                    
[2019-11-18 13:50:22.195] ,3,85,1047                    
[2019-11-18 13:50:34.796] ,3,85,1048                    
[2019-11-18 13:50:47.395] ,3,85,1047                    
[2019-11-18 13:50:59.996] ,3,85,1047                    
[2019-11-18 13:51:12.595] ,3,85,1047                    
[2019-11-18 13:51:25.195] ,3,85,1047                    
[2019-11-18 13:51:37.795] ,3,85,1047                    
[2019-11-18 13:51:50.394] ,3,85,1047                    
[2019-11-18 13:52:02.994] ,3,85,1047                    
[2019-11-18 13:52:15.594] ,3,85,1047                    
[2019-11-18 13:52:28.201] ,3,85,1047                    
[2019-11-18 13:52:40.801] ,3,85,1047                    
[2019-11-18 13:52:53.400] ,3,85,1047                    
[2019-11-18 13:53:05.999] ,3,85,1047                    
[2019-11-18 13:53:18.600] ,3,85,1047                    
[2019-11-18 13:53:31.199] ,3,85,1047                    
[2019-11-18 13:53:43.799] ,3,85,1047                    
[2019-11-18 13:53:56.399] ,3,85,1047                    
[2019-11-18 13:54:09.000] ,3,85,1047                    
[2019-11-18 13:54:21.600] ,3,85,1047                    
[2019-11-18 13:54:34.199] ,3,85,1047                    
[2019-11-18 13:54:46.800] ,3,85,1047                    
[2019-11-18 13:54:59.399] ,3,85,1047                    
[2019-11-18 13:55:12.005] ,3,85,1047                    
[2019-11-18 13:55:24.604] ,3,85,1047                    
[2019-11-18 13:55:37.204] ,3,85,1047                    
[2019-11-18 13:55:49.804] ,3,85,1047                    
[2019-11-18 13:56:02.404] ,3,85,1047                    
[2019-11-18 13:56:15.005] ,3,85,1047                    
[2019-11-18 13:56:27.609] ,3,85,1047                    
[2019-11-18 13:56:40.209] ,3,85,1047                    
[2019-11-18 13:56:52.809] ,3,85,1047                    
[2019-11-18 13:57:05.409] ,3,85,1047                    
[2019-11-18 13:57:18.009] ,3,85,1047                    
[2019-11-18 13:57:30.609] ,3,85,1047                    
[2019-11-18 13:57:43.210] ,3,85,1047                    
[2019-11-18 13:57:55.809] ,3,85,1047                    
[2019-11-18 13:58:08.410] ,3,85,1047                    
[2019-11-18 13:58:21.008] ,3,85,1047                    
[2019-11-18 13:58:33.608] ,3,85,1047                    
[2019-11-18 13:58:46.209] ,3,85,1047                    
[2019-11-18 13:58:58.809] ,3,85,1047                    
[2019-11-18 13:59:11.408] ,3,85,1047                    
[2019-11-18 13:59:24.008] ,3,85,1047                    
[2019-11-18 13:59:36.608] ,3,85,1047                    
[2019-11-18 13:59:49.208] ,3,85,1047                    
[2019-11-18 14:00:01.807] ,3,85,1047                    
[2019-11-18 14:00:14.407] ,3,85,1047                    
[2019-11-18 14:00:27.008] ,3,85,1047                    
[2019-11-18 14:00:39.608] ,3,85,1047                    
[2019-11-18 14:00:52.207] ,3,85,1047                    
[2019-11-18 14:01:04.807] ,3,85,1047                    
[2019-11-18 14:01:17.408] ,3,85,1047                    
[2019-11-18 14:01:30.007] ,3,85,1047                    
[2019-11-18 14:01:42.607] ,3,85,1047                    
[2019-11-18 14:01:55.207] ,3,85,1047                    
[2019-11-18 14:02:07.815] ,3,86,1047                    
[2019-11-18 14:02:20.418] ,3,86,1047                    
[2019-11-18 14:02:33.018] ,3,86,1047                    
[2019-11-18 14:02:45.618] ,3,86,1047                    
[2019-11-18 14:02:58.219] ,3,86,1047                    
[2019-11-18 14:03:10.818] ,3,86,1047                    
[2019-11-18 14:03:23.417] ,3,86,1047                    
[2019-11-18 14:03:36.018] ,3,86,1047                    
[2019-11-18 14:03:48.617] ,3,86,1047                    
[2019-11-18 14:04:01.217] ,3,86,1047                    
[2019-11-18 14:04:13.817] ,3,86,1047                    
[2019-11-18 14:04:26.418] ,3,86,1047                    
[2019-11-18 14:04:39.018] ,3,86,1047                    
[2019-11-18 14:04:51.617] ,3,86,1047                    
[2019-11-18 14:05:04.217] ,3,86,1047                    
[2019-11-18 14:05:16.817] ,3,86,1047                    
[2019-11-18 14:05:29.416] ,3,86,1047                    
[2019-11-18 14:05:42.017] ,3,86,1047                    
[2019-11-18 14:05:54.616] ,3,86,1047                    
[2019-11-18 14:06:07.223] ,3,86,1047                    
[2019-11-18 14:06:19.822] ,3,86,1047                    
[2019-11-18 14:06:32.422] ,3,86,1047                    
[2019-11-18 14:06:45.022] ,3,86,1047                    
[2019-11-18 14:06:57.621] ,3,86,1047                    
[2019-11-18 14:07:10.221] ,3,86,1047                    
[2019-11-18 14:07:22.821] ,3,86,1047                    
[2019-11-18 14:07:35.421] ,3,86,1047                    
[2019-11-18 14:07:48.021] ,3,86,1047                    
[2019-11-18 14:08:00.621] ,3,86,1047                    
[2019-11-18 14:08:13.221] ,3,86,1047                    
[2019-11-18 14:08:25.821] ,3,86,1047                    
[2019-11-18 14:08:38.426] ,3,86,1047                    
[2019-11-18 14:08:51.027] ,3,86,1047                    
[2019-11-18 14:09:03.626] ,3,86,1047                    
[2019-11-18 14:09:16.226] ,3,86,1047                    
[2019-11-18 14:09:28.832] ,3,86,1047                    
[2019-11-18 14:09:41.432] ,3,86,1047                    
[2019-11-18 14:09:54.032] ,3,86,1047                    
[2019-11-18 14:10:06.633] ,3,86,1047                    
[2019-11-18 14:10:19.231] ,3,86,1047                    
[2019-11-18 14:10:31.832] ,3,86,1047                    
[2019-11-18 14:10:44.431] ,3,86,1047                    
[2019-11-18 14:10:57.032] ,3,86,1047                    
[2019-11-18 14:11:09.632] ,3,86,1047                    
[2019-11-18 14:11:22.231] ,3,86,1047                    
[2019-11-18 14:11:34.831] ,3,86,1047                    
[2019-11-18 14:11:47.431] ,3,86,1047                    
[2019-11-18 14:12:00.030] ,3,86,1047                    
[2019-11-18 14:12:12.630] ,3,86,1047                    
[2019-11-18 14:12:25.230] ,3,86,1047                    
[2019-11-18 14:12:37.830] ,3,86,1047                    
[2019-11-18 14:12:50.431] ,3,86,1047                    
[2019-11-18 14:13:03.031] ,3,86,1047                    
[2019-11-18 14:13:15.631] ,3,86,1047                    
[2019-11-18 14:13:28.231] ,3,86,1047                    
[2019-11-18 14:13:40.829] ,3,86,1047                    
[2019-11-18 14:13:53.429] ,3,86,1047                    
[2019-11-18 14:14:06.029] ,3,86,1047                    
[2019-11-18 14:14:18.630] ,3,86,1047                    
[2019-11-18 14:14:31.229] ,3,86,1047                    
[2019-11-18 14:14:43.836] ,3,86,1047                    
[2019-11-18 14:14:56.442] ,3,86,1047                    
[2019-11-18 14:15:09.042] ,3,86,1047                    
[2019-11-18 14:15:21.640] ,3,86,1047                    
[2019-11-18 14:15:34.240] ,3,86,1047                    
[2019-11-18 14:15:46.840] ,3,86,1047                    
[2019-11-18 14:15:59.440] ,3,86,1047                    
[2019-11-18 14:16:12.041] ,3,86,1047                    
[2019-11-18 14:16:24.640] ,3,86,1047                    
[2019-11-18 14:16:37.240] ,3,86,1047                    
[2019-11-18 14:16:49.841] ,3,86,1047                    
[2019-11-18 14:17:02.440] ,3,86,1047                    
[2019-11-18 14:17:15.039] ,3,86,1047                    
[2019-11-18 14:17:27.640] ,3,86,1047                    
[2019-11-18 14:17:40.239] ,3,86,1047                    
[2019-11-18 14:17:52.839] ,3,86,1047                    
[2019-11-18 14:18:05.439] ,3,86,1047                    
[2019-11-18 14:18:18.040] ,3,86,1047                    
[2019-11-18 14:18:30.645] ,3,86,1047                    
[2019-11-18 14:18:43.245] ,3,86,1047                    
[2019-11-18 14:18:55.844] ,3,86,1047                    
[2019-11-18 14:19:08.444] ,3,86,1047                    
[2019-11-18 14:19:21.044] ,3,86,1047                    
[2019-11-18 14:19:33.644] ,3,86,1047                    
[2019-11-18 14:19:46.245] ,3,86,1047                    
[2019-11-18 14:19:58.844] ,3,86,1047                    
[2019-11-18 14:20:11.444] ,3,86,1047                    
[2019-11-18 14:20:24.044] ,3,86,1047                    
[2019-11-18 14:20:36.650] ,3,86,1047                    
[2019-11-18 14:20:49.250] ,3,86,1047                    
[2019-11-18 14:21:01.850] ,3,86,1047                    
[2019-11-18 14:21:14.454] ,3,86,1047                    
[2019-11-18 14:21:27.055] ,3,86,1047                    
[2019-11-18 14:21:39.655] ,3,86,1047                    
[2019-11-18 14:21:52.256] ,3,86,1047                    
[2019-11-18 14:22:04.855] ,3,86,1047                    
[2019-11-18 14:22:17.454] ,3,86,1047                    
[2019-11-18 14:22:30.054] ,3,86,1047                    
[2019-11-18 14:22:42.655] ,3,86,1047                    
[2019-11-18 14:22:55.255] ,3,86,1047                    
[2019-11-18 14:23:07.854] ,3,87,1047                    
[2019-11-18 14:23:20.455] ,3,86,1047                    
[2019-11-18 14:23:33.054] ,3,87,1047                    
[2019-11-18 14:23:45.655] ,3,87,1047                    
[2019-11-18 14:23:58.254] ,3,87,1047                    
[2019-11-18 14:24:10.854] ,3,87,1047                    
[2019-11-18 14:24:23.453] ,3,87,1047                    
[2019-11-18 14:24:36.053] ,3,87,1047                    
[2019-11-18 14:24:48.653] ,3,87,1047                    
[2019-11-18 14:25:01.253] ,3,87,1047                    
[2019-11-18 14:25:13.853] ,3,87,1047                    
[2019-11-18 14:25:26.453] ,3,87,1047                    
[2019-11-18 14:25:39.052] ,3,87,1047                    
[2019-11-18 14:25:51.652] ,3,87,1047                    
[2019-11-18 14:26:04.261] ,3,87,1047                    
[2019-11-18 14:26:16.864] ,3,87,1047                    
[2019-11-18 14:26:29.464] ,3,87,1047                    
[2019-11-18 14:26:42.064] ,3,87,1047                    
[2019-11-18 14:26:54.664] ,3,87,1047                    
[2019-11-18 14:27:07.264] ,3,87,1047                    
[2019-11-18 14:27:19.864] ,3,87,1047                    
[2019-11-18 14:27:32.464] ,3,87,1047                    
[2019-11-18 14:27:45.063] ,3,87,1047                    
[2019-11-18 14:27:57.663] ,3,87,1047                    
[2019-11-18 14:28:10.263] ,3,87,1047                    
[2019-11-18 14:28:22.864] ,3,87,1047                    
[2019-11-18 14:28:35.463] ,3,87,1047                    
[2019-11-18 14:28:48.064] ,3,87,1047                    
[2019-11-18 14:29:00.662] ,3,87,1047                    
[2019-11-18 14:29:13.262] ,3,87,1047                    
[2019-11-18 14:29:25.870] ,3,87,1047                    
[2019-11-18 14:29:38.468] ,3,87,1047                    
[2019-11-18 14:29:51.068] ,3,87,1047                    
[2019-11-18 14:30:03.668] ,3,87,1047                    
[2019-11-18 14:30:16.268] ,3,87,1047                    
[2019-11-18 14:30:28.869] ,3,87,1047                    
[2019-11-18 14:30:41.468] ,3,87,1047                    
[2019-11-18 14:30:54.068] ,3,87,1047                    
[2019-11-18 14:31:06.672] ,3,87,1047                    
[2019-11-18 14:31:19.278] ,3,87,1047                    
[2019-11-18 14:31:31.879] ,3,87,1047                    
[2019-11-18 14:31:44.480] ,3,87,1047                    
[2019-11-18 14:31:57.080] ,3,87,1047                    
[2019-11-18 14:32:09.679] ,3,87,1047                    
[2019-11-18 14:32:22.279] ,3,87,1047                    
[2019-11-18 14:32:34.878] ,3,87,1047                    
[2019-11-18 14:32:47.478] ,3,87,1047                    
[2019-11-18 14:33:00.079] ,3,87,1047                    
[2019-11-18 14:33:12.679] ,3,87,1047                    
[2019-11-18 14:33:25.278] ,3,87,1047                    
[2019-11-18 14:33:37.878] ,3,87,1047                    
[2019-11-18 14:33:50.478] ,3,87,1047                    
[2019-11-18 14:34:03.078] ,3,87,1047                    
[2019-11-18 14:34:15.679] ,3,87,1047                    
[2019-11-18 14:34:28.277] ,3,87,1047                    
[2019-11-18 14:34:40.877] ,3,87,1047                    
[2019-11-18 14:34:53.477] ,3,87,1046                    
[2019-11-18 14:35:06.077] ,3,87,1047                    
[2019-11-18 14:35:18.678] ,3,87,1046                    
[2019-11-18 14:35:31.278] ,3,87,1047                    
[2019-11-18 14:35:43.884] ,3,87,1047                    
[2019-11-18 14:35:56.483] ,3,87,1047                    
[2019-11-18 14:36:09.082] ,3,87,1046                    
[2019-11-18 14:36:21.682] ,3,87,1046                    
[2019-11-18 14:36:34.282] ,3,87,1047                    
[2019-11-18 14:36:46.882] ,3,87,1046                    
